Site,Year,Date,Start_time,End_time,Start_lat,End_lat,Start_lon,End_lon,Distance_surveyed_km,Observer,Perpend_dist_to_nest
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,6.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,7.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.8
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,13.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,5.8
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,8.2
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,7.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.6
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.2
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,6
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.4
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.5
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.5
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.8
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.4
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,6.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,6.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,8.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,4.6
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,5.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,5.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,4.6
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.8
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.4
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.4
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.2
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,3.5
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.9
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.2
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1.9
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.9
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.5
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.2
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.3
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,4.7
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1.5
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1.4
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,4
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,4.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1.2
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.7
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.7
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,5.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.3
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,3.9
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.4
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.7
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,1.1
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,2.5
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,4.8
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,4.6
cari,2014,12-Jul-14,10:15,18:30,70.1178,70.1178,145.8485,145.8485,10.4,emagnuson,0.1
iglo,2014,,12:00,13:00,69.39817672,69.4000102,-81.5451322,-81.5635664,0.751,mcfrenette,
iglo,2014,,14:00,15:00,69.3899079,69.38397975,-81.55087986,-81.54525694,0.696,mcfrenette,6.5
iglo,2014,,12:25,13:13,69.39915093,69.39254994,-81.56856092,-81.56594278,0.742,mtrottierpaquet,0
iglo,2014,,12:25,13:13,69.39915093,69.39254994,-81.56856092,-81.56594278,0.742,mtrottierpaquet,16.4
iglo,2014,,13:56,14:40,69.39388657,69.39105047,-81.58211998,-81.59859075,0.719,mtrottierpaquet,
iglo,2013,,10:00,11:00,-81.5451322,-81.5635664,69.39817672,69.4000102,0.751,nlecomte,
iglo,2013,,12:15,13:00,-81.55087986,-81.54525694,69.3899079,69.38397975,0.696,nlecomte,
iglo,2013,,15:10,15:50,-81.56856092,-81.56594278,69.39915093,69.39254994,0.742,nlecomte,
iglo,2013,,09:00,10:00,-81.58211998,-81.59859075,69.39388657,69.39105047,0.719,nlecomte,
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,3
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,3
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,1
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,2
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,3
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,2
lkri,2014,19-Jun-14,11:25,15:55,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,3
burn,2012,,,,55.23895,55.23727,-84.31123,-84.30853,,,
burn,2012,,,,55.23727,55.23547,-84.30853,-84.30617,,,
burn,2012,,,,55.23547,55.23433,-84.30617,-84.30276,,,1
burn,2012,,,,55.23433,55.23238,-84.30276,-84.30477,,,
burn,2012,,,,55.23238,55.23263,-84.30477,-84.29966,,,
burn,2012,,,,55.23084,55.22889,-84.29608,-84.29425,,,
burn,2012,,,,55.2309,55.23255,-84.29231,-84.28961,,,1
burn,2012,,,,55.23255,55.23475,-84.28961,-84.28856,,,
burn,2012,,,,55.23475,55.23647,-84.28856,-84.28949,,,
burn,2012,,,,,55.2376,,-84.29377,,,
burn,2012,,,,55.24376,55.24434,-84.31048,-84.31429,,,
burn,2012,,,,55.24434,55.24497,-84.31429,-84.3181,,,
burn,2013,10-Jun-13,,,,,,,17,,1
burn,2013,10-Jun-13,,,,,,,17,,1
burn,2013,10-Jun-13,,,,,,,17,,1
burn,2013,10-Jun-13,,,,,,,17,,
burn,2013,10-Jun-13,,,,,,,17,,
burn,2013,10-Jun-13,,,,,,,17,,
burn,2013,10-Jun-13,,,,,,,17,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,
burn,2013,11-Jun-13,,,,,,,14,,1
burn,2013,12-Jun-13,,,,,,,17,,
burn,2013,12-Jun-13,,,,,,,17,,
burn,2013,12-Jun-13,,,,,,,17,,
burn,2013,12-Jun-13,,,,,,,18,,1
burn,2013,12-Jun-13,,,,,,,17,,
burn,2013,12-Jun-13,,,,,,,17,,3
burn,2013,12-Jun-13,,,,,,,15.9,,1
burn,2013,12-Jun-13,,,,,,,17,,
burn,2013,13-Jun-13,,,,,,,16.2,,
burn,2013,13-Jun-13,,,,,,,18.5,,1
burn,2013,13-Jun-13,,,,,,,18.5,,2
burn,2013,13-Jun-13,,,,,,,15,,
burn,2013,13-Jun-13,,,,,,,15,,
burn,2013,13-Jun-13,,,,,,,15.7,,1
burn,2013,13-Jun-13,,,,,,,15.2,,
burn,2013,13-Jun-13,,,,,,,17,,
burn,2013,14-Jun-13,,,,,,,7.6,,2
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,14-Jun-13,,,,,,,7.6,,
burn,2013,16-Jun-13,,,,,,,17,,1
burn,2013,16-Jun-13,,,,,,,13,,2
burn,2013,16-Jun-13,,,,,,,17,,4
burn,2013,16-Jun-13,,,,,,,17,,
burn,2013,16-Jun-13,,,,,,,17,,
burn,2013,16-Jun-13,,,,,,,15,,2
burn,2013,16-Jun-13,,,,,,,17,,
burn,2013,16-Jun-13,,,,,,,17,,1
burn,2013,18-Jun-13,,,,,,,14,,1
burn,2013,18-Jun-13,,,,,,,18,,2
burn,2013,18-Jun-13,,,,,,,18,,
burn,2013,18-Jun-13,,,,,,,17,,
burn,2013,18-Jun-13,,,,,,,17,,
burn,2013,18-Jun-13,,,,,,,14,,
burn,2013,18-Jun-13,,,,,,,14,,1
burn,2013,18-Jun-13,,,,,,,14,,
burn,2014,11-Jun-14,,,,,,,6.8,dmcrae,0
burn,2014,11-Jun-14,,,,,,,5.3,mpeck,0
burn,2014,11-Jun-14,,,,,,,7.7,lpollock,0
burn,2014,11-Jun-14,,,,,,,6.7,gracey,0
burn,2014,11-Jun-14,,,,,,,6.3,rnakoochee,0
burn,2014,11-Jun-14,,,,,,,6.3,bdalziel,0
burn,2014,11-Jun-14,,,,,,,6.8,mevers,0
burn,2014,11-Jun-14,,,,,,,6.7,kbennett,0
burn,2014,12-Jun-14,,,,,,,17.5,dmcrae,0
burn,2014,12-Jun-14,,,,,,,17.3,mpeck,0
burn,2014,12-Jun-14,,,,,,,18.4,lpollock,1
burn,2014,12-Jun-14,,,,,,,16.1,gracey,2
burn,2014,12-Jun-14,,,,,,,17.2,rnakoochee,3
burn,2014,12-Jun-14,,,,,,,17.2,bdalziel,0
burn,2014,12-Jun-14,,,,,,,17,mevers,1
burn,2014,12-Jun-14,,,,,,,17.9,kbennett,0
burn,2014,13-Jun-14,,,,,,,11,dmcrae,0
burn,2014,13-Jun-14,,,,,,,11.1,mpeck,0
burn,2014,13-Jun-14,,,,,,,11.7,lpollock,0
burn,2014,13-Jun-14,,,,,,,10.5,gracey,0
burn,2014,13-Jun-14,,,,,,,9.4,rnakoochee,0
burn,2014,13-Jun-14,,,,,,,10.9,bdalziel,0
burn,2014,13-Jun-14,,,,,,,10.5,mevers,0
burn,2014,13-Jun-14,,,,,,,11,kbennett,0
burn,2014,14-Jun-14,,,,,,,19.5,dmcrae,1
burn,2014,14-Jun-14,,,,,,,19.8,mpeck,0
burn,2014,14-Jun-14,,,,,,,17.5,lpollock,0
burn,2014,14-Jun-14,,,,,,,17.3,gracey,1
burn,2014,14-Jun-14,,,,,,,16.6,rnakoochee,7
burn,2014,14-Jun-14,,,,,,,18.2,bdalziel,0
burn,2014,14-Jun-14,,,,,,,20.6,mevers,0
burn,2014,14-Jun-14,,,,,,,18.8,kbennett,2
burn,2014,15-Jun-14,,,,,,,13.5,dmcrae,1
burn,2014,15-Jun-14,,,,,,,13.2,mpeck,1
burn,2014,15-Jun-14,,,,,,,7.5,lpollock,0
burn,2014,15-Jun-14,,,,,,,7.4,gracey,2
burn,2014,15-Jun-14,,,,,,,6.8,rnakoochee,1
burn,2014,15-Jun-14,,,,,,,7.5,bdalziel,0
burn,2014,15-Jun-14,,,,,,,7.4,mevers,0
burn,2014,15-Jun-14,,,,,,,7.7,kbennett,0
