Year,Site,Date,Observer,Obs_effort,Transport,Survey_area,Nest_searching,Banding,Aqua_prey,Terre_prey,Pond_hydro,Pred_lemm,Other_activity,Notes
2013,nome,01-Jul-13,dborden,2.5,foot,central,y,y,n,n,n,n,n,
2013,nome,01-Jul-13,ekwon,4.5,foot,west,y,y,n,n,n,n,n,
2013,nome,01-Jul-13,triecke,6,foot,"west, east",y,y,y,n,n,n,n,
2013,nome,01-Jul-13,wenglish,5,foot,"west, central",y,y,n,n,n,n,n,
2013,nome,02-Jul-13,dborden,1.5,foot,east,y,n,n,n,n,n,NC/HC,
2013,nome,02-Jul-13,ekwon,1.5,foot,central,y,n,n,n,n,n,NC/HC,
2013,nome,02-Jul-13,triecke,1.5,foot,west,y,n,n,n,n,n,NC/HC,
2013,nome,02-Jul-13,wenglish,1.5,foot,"west, central",y,n,n,n,n,n,NC/HC,
2013,nome,03-Jul-13,dborden,3,foot,east,y,n,n,n,n,n,NC/HC,
2013,nome,03-Jul-13,ekwon,3,foot,"central, east",y,n,n,n,n,n,NC/HC,
2013,nome,03-Jul-13,triecke,3,foot,"west, east",y,n,n,n,n,n,NC/HC,
2013,nome,03-Jul-13,wenglish,3,foot,"west, central",y,n,n,n,n,n,NC/HC,
2013,nome,04-Jul-13,dborden,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,04-Jul-13,ekwon,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,04-Jul-13,triecke,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,04-Jul-13,wenglish,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,05-Jul-13,dborden,1,foot,west,y,n,n,n,n,n,NC/HC,
2013,nome,05-Jul-13,ekwon,3,foot,"west, east",y,n,n,n,n,n,NC/HC,
2013,nome,05-Jul-13,triecke,1,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,05-Jul-13,wenglish,1,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,06-Jul-13,dborden,5,foot,"central, east",y,n,n,n,n,y,NC/HC,
2013,nome,06-Jul-13,ekwon,7,foot,"central, east",y,n,n,n,n,y,NC/HC,
2013,nome,06-Jul-13,triecke,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,07-Jul-13,dborden,5,foot,"central, east",y,n,n,n,n,y,n,
2013,nome,07-Jul-13,ekwon,6,foot,"west,central,east",y,n,y,n,n,y,n,
2013,nome,07-Jul-13,triecke,5,foot,"west,central,east",y,n,n,n,n,n,NC/HC,
2013,nome,08-Jul-13,dborden,3,foot,,y,n,n,n,n,n,NC/HC,
2013,nome,08-Jul-13,ekwon,3,foot,,y,n,n,n,n,n,NC/HC,
